StockCode,Source,Model,MAE,RMSE,WAPE,Bias
22798,ML,HistGBR,19.852600684280745,37.96157101647931,0.9684195455746705,-0.93158873918201
22799,ML,HistGBR,1.614007180991887,3.364145500257168,1.0193729564159286,-0.6764219052934166
22800,ML,HistGBR,2.8058331703541914,3.668850605606461,0.9099999471419,-0.7703511850379154
22801,ML,HistGBR,5.321076030408536,9.350266624230118,0.9254045270275715,-0.8699207273458319
22802,ML,HistGBR,1.6853000812902554,2.4904925273039433,1.123533387526837,-0.5631006332776001
22803,ML,HistGBR,0.5121807616645749,0.5259510265576386,3.0730845699874494,2.191536752641316
22804,ML,HistGBR,3.5635058063232408,6.222388627130943,0.8384719544289979,-0.04363157096475692
22805,ML,HistGBR,5.39016295522444,7.922338932404476,1.1760355538671505,-0.4871170461460017
22806,ML,HistGBR,4.603009058427304,10.215345376105454,1.315145445264944,-0.5373342701293382
22807,ML,HistGBR,4.641888728873401,10.579022919519433,0.9946904419014432,-0.8873851894129602
22808,ML,HistGBR,2.389517410953642,6.847990426766486,1.194758705476821,-0.7775166394312082
22809,ML,HistGBR,10.378135878509626,13.605983588580655,0.8959541765619821,-0.8934642674745636
22810,ML,HistGBR,5.6925535351970105,9.631945321314973,0.8433412644736312,-0.7952731928608181
22811,ML,HistGBR,15.11927623260567,32.58870365228002,0.98070980968253,-0.9610937848613279
22812,ML,HistGBR,15.822022908840445,30.489615387877663,0.9888764318025278,-0.4887934801096425
22813,ML,HistGBR,15.423171066997723,29.284985718416586,0.9491182195075522,-0.84862983649903
22814,ML,HistGBR,6.438515415102824,7.916337412136817,0.9422217680638278,-0.8145477425308503
22815,ML,HistGBR,8.915582629417637,13.334879278297707,0.9906202921575152,-0.4098442130788789
22816,ML,HistGBR,40.10177517346204,54.837695882657165,0.8442478983886745,-0.8313371052783426
